RUBRO;SUB_RUBRO;MARCA;MARCA_APERNET_ID;SUCURSAL;SUCURSAL_APERNET_ID;CALLE;NRO;LOCALIDAD;LATITUD;LONGITUD;LOCALIDAD_ZONAL;LOCALIDAD_ZONA
Viajes y Turismo;Hoteles;Posada Boutique Las Terrazas;5483;Colonia del Sacramento;13302;Manuel Lobo;281;COLONIA DEL SACRAMENTO;-34,47232;-57,844;URUGUAY;MERCOSUR
Gastronomía;Restaurantes;Posada de Virreyes Doña Catalina;7962;Posada de Virreyes - Villa Real;18020;Nazarre;6102;VILLA REAL;-34,62463;-58,52781;CABA OESTE;CABA
Viajes y Turismo;Hoteles;Posada del Bosque;2537;Cariló;7075;Aromo;211;CARILO;-37,16885;-56,89947;INTERIOR;INTERIOR
Viajes y Turismo;Hoteles;Posada del Bosque Uruguay;5084;Colonia del Sacramento;12313;Acevedo Diaz;1775;COLONIA DEL SACRAMENTO;-34,44374;-57,85609;URUGUAY;MERCOSUR
Viajes y Turismo;Hoteles;Posada del Virrey;41051;Colonia;51083;Calle de España;217;COLONIA DEL SACRAMENTO;-34,47021;-57,8538;URUGUAY;MERCOSUR
Viajes y Turismo;Hoteles;Posada Los Ferreyra;5905;Cordoba;14320;Belgrano;200;SANTA ROSA DE CALAMUCHITA;-31,39893;-64,18213;INTERIOR;INTERIOR
Hogar;Pinturerías;Prestigio;129;San Isidro;806;Av. Rolón;50;SAN ISIDRO;-34,48138;-58,52808;SAN ISIDRO;GBA Norte
Hogar;Pinturerías;Prestigio;129;Mar Azul;14097;Punta del Este;entre calle 33 y 34;MAR AZUL;-37,34254;-57,03567;INTERIOR;INTERIOR
Hogar;Pinturerías;Prestigio;129;Palermo;792;Av. Las Heras;3591;PALERMO;-34,58225;-58,41007;CABA NORTE;CABA
Hogar;Pinturerías;Prestigio;129;Centro;793;Paraguay;1599;RECOLETA;-34,59845;-58,38974;CABA SUR;CABA
Hogar;Pinturerías;Prestigio;129;Benavidez;827;Agustín García;8089;BENAVIDEZ;-34,39816;-58,65277;TIGRE / SAN FERNANDO;GBA Norte
Hogar;Pinturerías;Prestigio;129;San Isidro;776;Tomkinson;2960;SAN ISIDRO;-34,48096;-58,55463;SAN ISIDRO;GBA Norte
Hogar;Pinturerías;Prestigio;129;Villa Gesell;14103;Av. 3 y paseo 111;;VILLA GESELL;-37,26055;-56,9798;INTERIOR;INTERIOR
Hogar;Pinturerías;Prestigio;129;Mataderos;14083;Av. Juan Bautista Alberdi;6000;MATADEROS;-34,65306;-58,50399;CABA OESTE;CABA
Hogar;Pinturerías;Prestigio;129;Cariló;14095;Divisadero;1598;CARILO;-37,16119;-56,89983;INTERIOR;INTERIOR
Hogar;Pinturerías;Prestigio;129;Florencio Varela;773;Av. Calchaquí;6601;FLORENCIO VARELA;-34,78558;-58,25726;QUILMES / FCIO VARELA / BERAZATEGUI;GBA Sur
Hogar;Pinturerías;Prestigio;129;Valeria del Mar;14101;Av. Espora;757;VALERIA DEL MAR;-37,14255;-56,88692;INTERIOR;INTERIOR
Hogar;Pinturerías;Prestigio;129;Posadas;844;Felix de Azara;1990;POSADAS;-27,36877;-55,89397;INTERIOR;INTERIOR
Hogar;Pinturerías;Prestigio;129;Palermo;825;Salguero;3018;PALERMO;-34,57763;-58,40589;CABA NORTE;CABA
Hogar;Pinturerías;Prestigio;129;Centro;778;Cerrito;1286 /88;RETIRO;-34,59308;-58,38284;CABA SUR;CABA
Hogar;Pinturerías;Prestigio;129;La Plata;811;Plaza H. Yrigoyen;148;LA PLATA;-34,92867;-57,90775;INTERIOR;INTERIOR
Hogar;Pinturerías;Prestigio;129;Paternal;794;Av. Juan B. Justo;4399;PATERNAL;-34,60733;-58,4627;CABA OESTE;CABA
Hogar;Pinturerías;Prestigio;129;Acassuso;812;Av. Del Libertador;14680;ACASSUSO;-34,4779;-58,49616;SAN ISIDRO;GBA Norte
Hogar;Pinturerías;Prestigio;129;Berazategui;830;Calle 137;6309;GUILLERMO E HUDSON;-34,8137;-58,17025;QUILMES / FCIO VARELA / BERAZATEGUI;GBA Sur
Hogar;Pinturerías;Prestigio;129;Wilde;768;Av. Mitre;5899;WILDE;-34,70077;-58,32185;LANUS / AVELLANEDA;GBA Sur
Hogar;Pinturerías;Prestigio;129;Martínez;809;Av. Santa Fe;2149;MARTINEZ;-34,49073;-58,49994;SAN ISIDRO;GBA Norte
Hogar;Pinturerías;Prestigio;129;Hurlingham;847;Martín Miguel De Guemes;1381;HURLINGHAM;-34,58896;-58,63147;MORON / ITUZAINGO / HURLINGHAM / MERLO;GBA Oeste
Hogar;Pinturerías;Prestigio;129;Chacras de Coria;822;Italia;5954;CHACRAS DE CORIA;-32,9479;-68,85398;INTERIOR;INTERIOR
Hogar;Pinturerías;Prestigio;129;Pinamar;14099;Jupiter;66;PINAMAR;-37,1072;-56,86915;INTERIOR;INTERIOR
Hogar;Pinturerías;Prestigio;129;Villa Devoto;801;Av. Francisco Beiró;3401;VILLA DEVOTO;-34,59911;-58,5009;CABA OESTE;CABA
Hogar;Pinturerías;Prestigio;129;San Isidro;769;Av. Centenario;2;SAN ISIDRO;-34,47442;-58,51265;SAN ISIDRO;GBA Norte
Hogar;Pinturerías;Prestigio;129;La Plata;819;Plaza Italia;555;LA PLATA;-34,91095;-57,95435;INTERIOR;INTERIOR
Hogar;Pinturerías;Prestigio;129;Almagro;14084;Av. Corrientes;3672;ALMAGRO;-34,60369;-58,41644;CABA OESTE;CABA
Hogar;Pinturerías;Prestigio;129;Tigre;837;Liniers;2055;TIGRE;-34,42925;-58,592;TIGRE / SAN FERNANDO;GBA Norte
Hogar;Pinturerías;Prestigio;129;Quilmes;817;Av. Hipolito Yrigoyen;651;QUILMES;-34,72446;-58,25948;QUILMES / FCIO VARELA / BERAZATEGUI;GBA Sur
Hogar;Pinturerías;Prestigio;129;Belgrano;791;Av. Cabildo;901;BELGRANO;-34,56953;-58,4457;CABA NORTE;CABA
Hogar;Pinturerías;Prestigio;129;Morón;814;25 de Mayo;407;MORON;-34,6531;-58,61985;MORON / ITUZAINGO / HURLINGHAM / MERLO;GBA Oeste
Hogar;Pinturerías;Prestigio;129;Quilmes II;772;Av. Mitre;750;QUILMES;-34,7231;-58,25275;QUILMES / FCIO VARELA / BERAZATEGUI;GBA Sur
Hogar;Pinturerías;Prestigio;129;Berazategui;14085;Av. Mitre;1213;BERAZATEGUI;-34,75784;-58,20679;QUILMES / FCIO VARELA / BERAZATEGUI;GBA Sur
Hogar;Pinturerías;Prestigio;129;Palermo;14092;Av. Juan B. Justo;837;PALERMO;-34,58035;-58,42841;CABA NORTE;CABA
Hogar;Pinturerías;Prestigio;129;Mendoza;824;J. Vicente Zapata;123/ 127;MENDOZA;26,06673;-98,28622;INTERIOR;INTERIOR
Hogar;Pinturerías;Prestigio;129;Beccar;821;Av. Del Libertador;18147;BECCAR;-34,45325;-58,52654;SAN ISIDRO;GBA Norte
Hogar;Pinturerías;Prestigio;129;Ingeniero Maschwitz;833;Colectora Este;2293;INGENIERO MASCHWITZ;-34,38226;-58,7496;PILAR / ESCOBAR / ZARATE / CAMPANA;GBA Norte
Hogar;Pinturerías;Prestigio;129;Quilmes I;771;Av. 12 de Octubre;1301;QUILMES;-34,73341;-58,2715;QUILMES / FCIO VARELA / BERAZATEGUI;GBA Sur
Hogar;Pinturerías;Prestigio;129;Belgrano;810;Av. Cabildo;2800;BELGRANO;-34,55624;-58,46188;CABA NORTE;CABA
Hogar;Pinturerías;Prestigio;129;La Plata;826;Calle 12;888;LA PLATA;-34,91941;-57,95494;INTERIOR;INTERIOR
Hogar;Pinturerías;Prestigio;129;Nueva Pompeya;14094;Erezcano;3896;NUEVA POMPEYA;-34,65935;-58,421;CABA SUR;CABA
Hogar;Pinturerías;Prestigio;129;Palermo;805;Av. Córdoba;5301;PALERMO;-34,58964;-58,43713;CABA NORTE;CABA
Hogar;Pinturerías;Prestigio;129;Adrogué;802;Av. Hipólito Yrigoyen;12888;ADROGUE;-34,80449;-58,40511;LOMAS / ALMTE. BROW / ESTEBAN ECHEVERRIA / EZEIZA;GBA Sur
Hogar;Pinturerías;Prestigio;129;Mendoza;823;Av. San Martin;1236/44;MENDOZA;-32,88917;-68,83903;INTERIOR;INTERIOR
Hogar;Pinturerías;Prestigio;129;Villa Urquiza;818;Av. Monroe;4805;VILLA URQUIZA;-34,57211;-58,48258;CABA NORTE;CABA
Hogar;Pinturerías;Prestigio;129;Lomas de Zamora;807;Av. H. Yrigoyen;8501;LOMAS DE ZAMORA;-34,75563;-58,40152;LOMAS / ALMTE. BROW / ESTEBAN ECHEVERRIA / EZEIZA;GBA Sur
Hogar;Pinturerías;Prestigio;129;Avellaneda;767;Av. Bartolomé Mitre;2202;AVELLANEDA;-34,67196;-58,35249;LANUS / AVELLANEDA;GBA Sur
Hogar;Pinturerías;Prestigio;129;Centro;813;M.T. de Alvear;1301;RETIRO;-34,59156;-58,38314;CABA SUR;CABA
Hogar;Pinturerías;Prestigio;129;Palermo;815;Av. Juan B. Justo;795/7;PALERMO;-34,57993;-58,42804;CABA NORTE;CABA
Hogar;Pinturerías;Prestigio;129;Palermo;832;Av. Scalabrini Ortiz;1701;PALERMO;-34,59023;-58,4239;CABA NORTE;CABA
Hogar;Pinturerías;Prestigio;129;Vicente López;798;Av. Maipú;315;VICENTE LOPEZ;-34,53532;-58,47762;VICENTE LOPEZ;GBA Norte
Hogar;Pinturerías;Prestigio;129;Monserrat;774;Lima;699;MONSERRAT;-34,61648;-58,3816;CABA SUR;CABA
Hogar;Pinturerías;Prestigio;129;Recoleta;797;Av. Callao;1500;RECOLETA;-34,59177;-58,39191;CABA SUR;CABA
Hogar;Pinturerías;Prestigio;129;Lomas De Zamora;14096;Hipolito Yrigoyen;9050;LOMAS DE ZAMORA;-34,76098;-58,40261;LOMAS / ALMTE. BROW / ESTEBAN ECHEVERRIA / EZEIZA;GBA Sur
Hogar;Pinturerías;Prestigio;129;Avellaneda;777;Av. Bartolomé Mitre;1198;AVELLANEDA;-34,66492;-58,36053;LANUS / AVELLANEDA;GBA Sur
Hogar;Pinturerías;Prestigio;129;Belgrano;820;Av. Del Libertador;6100;BELGRANO;-34,55576;-58,44853;CABA NORTE;CABA
Hogar;Pinturerías;Prestigio;129;Ramos Mejía;14100;Av. Rivadavia;14318;RAMOS MEJIA;-34,6414;-58,56906;MATANZA;GBA Oeste
Hogar;Pinturerías;Prestigio;129;Mar de Ajó;14098;Av. San Martín;373;MAR DE AJO;-36,73118;-56,68193;INTERIOR;INTERIOR
Hogar;Pinturerías;Prestigio;129;Florencio Varela;836;Av. San Martin;3003;FLORENCIO VARELA;-34,80717;-58,27797;QUILMES / FCIO VARELA / BERAZATEGUI;GBA Sur
Hogar;Pinturerías;Prestigio;129;Pilar;804;Pte. Julio A. Roca;391;PILAR;-35,18847;-59,09217;PILAR / ESCOBAR / ZARATE / CAMPANA;GBA Norte
Hogar;Pinturerías;Prestigio;129;Caballito;795;Av. Rivadavia;4640;CABALLITO;-34,61584;-58,43094;CABA OESTE;CABA
Hogar;Pinturerías;Prestigio;129;San Cristobal;834;Av.Entre Rios;799;SAN CRISTOBAL;-34,61814;-58,39172;CABA SUR;CABA
Hogar;Pinturerías;Prestigio;129;PUNTA DEL ESTE;9989;Av. Orlando Pedragosa Sierra;esquina Av. Italia;PUNTA DEL ESTE;-34,94356;-54,93231;URUGUAY;MERCOSUR
Hogar;Pinturerías;Prestigio;129;Olivos;775;Av. Maipú;2701;OLIVOS;-34,51075;-58,49077;VICENTE LOPEZ;GBA Norte
Hogar;Pinturerías;Prestigio;129;La Plata;14089;Camino Gral. Belggrano;;LA PLATA;-34,89294;-58,00561;INTERIOR;INTERIOR
Hogar;Pinturerías;Prestigio;129;Flores;828;Av. Carabobo;209;FLORES;-34,62941;-58,45546;CABA OESTE;CABA
Hogar;Pinturerías;Prestigio;129;Ramos Mejía;770;Av. de Mayo;402;RAMOS MEJIA;-34,64458;-58,56491;MATANZA;GBA Oeste
Hogar;Pinturerías;Prestigio;129;Castelar;808;Santa Rosa;1601;CASTELAR;-34,64196;-58,65641;MORON / ITUZAINGO / HURLINGHAM / MERLO;GBA Oeste
Hogar;Pinturerías;Prestigio;129;Palermo;14090;Av. Santa Fe;2989;PALERMO;-34,59097;-58,40783;CABA NORTE;CABA
Hogar;Pinturerías;Prestigio;129;Barrio Norte;799;Arenales;1899;RECOLETA;-34,5947;-58,39447;CABA SUR;CABA
Hogar;Pinturerías;Prestigio;129;Del Viso;816;Av. 12 de Octubre;3197;DEL VISO;-34,43726;-58,80697;PILAR / ESCOBAR / ZARATE / CAMPANA;GBA Norte
Hogar;Pinturerías;Prestigio;129;Belgrano;800;Luis Maria Campos;895;BELGRANO;-34,56839;-58,43731;CABA NORTE;CABA
Hogar;Pinturerías;Prestigio;129;Escobar;829;Gral Laprida;252;BELEN DE ESCOBAR;-34,35511;-58,80274;PILAR / ESCOBAR / ZARATE / CAMPANA;GBA Norte
Heladerías;Heladerías;Primalatte;6461;Junin;15850;Junin;1414;RECOLETA;-34,5917;-58,39586;CABA SUR;CABA
Heladerías;Heladerías;Primalatte;6461;Arenales;15849;Arenales;918;RECOLETA;-34,5941;-58,3804;CABA SUR;CABA
Heladerías;Heladerías;Primalatte;6461;Juncal;15848;Juncal;1309;RECOLETA;-34,59278;-58,38597;CABA SUR;CABA
Gastronomía;Restaurantes;PRIMAVERA;37141;Primavera - Rosario;47208;Av. Eudoro Carrasco;2120;ROSARIO;-32,89066;-60,68808;INTERIOR;INTERIOR
Hogar;Decoración;Princesas deco & design;3014;Lanús;8128;Oncativo;1824;LANUS;-34,69942;-58,39263;LANUS / AVELLANEDA;GBA Sur
Gastronomía;Restaurantes;Public Restoran by Sushi Phone;7974;Public Restoran by Sushi Phone;17975;Tucuman;732;SAN NICOLAS;-34,60138;-58,38176;CABA SUR;CABA
Gastronomía;Restaurantes;Pueblo Nuevo;7707;Pueblo Nuevo - Vicente Lopez;17708;Italia;440;VICENTE LOPEZ;-34,51442;-58,4747;VICENTE LOPEZ;GBA Norte
Moda;Niños;PUERTO BEBE;116000;PUERTO BEBE;126033;DR M MORENO;38;ROSARIO;-32,93542;-60,64811;INTERIOR;INTERIOR
Gastronomía;Restaurantes;Puerto Chico Resto;691;Victoria;2739;Del Arca;78;VICTORIA;-34,44514;-58,54437;TIGRE / SAN FERNANDO;GBA Norte
Gastronomía;Restaurantes;Puerto Gallego;826;Mar del Plata;2929;Centro Comercial Puerto;0;MAR DEL PLATA;-37,99983;-57,5499;INTERIOR;INTERIOR
Compras;Otros;Puerto Mascotas;114128;Puerto Mascotas;124138;AVENIDA 19;796;LA PLATA;-34,92471;-57,96378;INTERIOR;INTERIOR
Gastronomía;Restaurantes;PUNTO 22 PARRILLA Y COCINA TRADICIONAL;115695;PUNTO 22 PARRILLA Y COCINA TRADICIONAL - Neuquén;125810;Félix San Martin;890;NEUQUEN;-38,95935;-68,04893;INTERIOR;INTERIOR
Jugueterías;Jugueterías;Punto Bebe;10765;Punto Bebe;20799;Aráoz;1120;PALERMO;-34,59472;-58,42896;CABA NORTE;CABA
Jugueterías;Jugueterías;Punto Bebe;10765;Punto Bebe;20800;Gallo;1024;PALERMO;-34,59276;-58,4164;CABA NORTE;CABA
Moda;Indumentaria Deportiva;Punto Deportivo;6596;Moreno;174;Av Libertador;4;MORENO;-34,64875;-58,79116;MORENO / GRAL RODRIGUEZ / LUJAN;GBA Oeste
Moda;Indumentaria Deportiva;Punto Deportivo;6596;Morón III;12007;9 de julio;117;MORON;-34,64951;-58,6185;MORON / ITUZAINGO / HURLINGHAM / MERLO;GBA Oeste
Moda;Indumentaria Deportiva;Punto Deportivo;6596;Escobar;6833;Ruta Provincial 25;1710;BELEN DE ESCOBAR;-34,33303;-58,77302;PILAR / ESCOBAR / ZARATE / CAMPANA;GBA Norte
Moda;Indumentaria Deportiva;Punto Deportivo;6596;Haedo;4551;Guemes;369;HAEDO;-34,63963;-58,58128;MORON / ITUZAINGO / HURLINGHAM / MERLO;GBA Oeste
Moda;Indumentaria Deportiva;Punto Deportivo;6596;Moron;5995;Rivadavia;18263;MORON;-34,64923;-58,62062;MORON / ITUZAINGO / HURLINGHAM / MERLO;GBA Oeste
Moda;Indumentaria Deportiva;Punto Deportivo;6596;Carrefour San Martin;6830;Av. San Martin;420;GENERAL SAN MARTIN;-34,59126;-58,51245;SAN MARTIN / 3 DE FEBRERO;GBA Oeste
Moda;Indumentaria Deportiva;Punto Deportivo;6596;San Fernando;202;Constitución;584;SAN FERNANDO;-34,43806;-58,56056;TIGRE / SAN FERNANDO;GBA Norte
Moda;Indumentaria Deportiva;Punto Deportivo;6596;Carrefour Moreno;178;Colectora Gaona y Graham Bell;2400;MORENO;-34,63401;-58,79138;MORENO / GRAL RODRIGUEZ / LUJAN;GBA Oeste
Moda;Indumentaria Deportiva;Punto Deportivo;6596;Ciudadela - Coto;191;Comesaña;4056;CIUDADELA;-34,62872;-58,5488;SAN MARTIN / 3 DE FEBRERO;GBA Oeste
Moda;Indumentaria Deportiva;Punto Deportivo;6596;Pergamino;208;San Nicolás;527;PERGAMINO;-33,89406;-60,5729;INTERIOR;INTERIOR
Moda;Indumentaria Deportiva;Punto Deportivo;6596;Villa Gesell;192;Av 3;236;VILLA GESELL;-37,25408;-56,96718;INTERIOR;INTERIOR
Moda;Indumentaria Deportiva;Punto Deportivo;6596;Martín Coronado - Carrefour;195;Av Presidente Perón;7055;MARTIN CORONADO;-34,58741;-58,59357;SAN MARTIN / 3 DE FEBRERO;GBA Oeste
Moda;Indumentaria Deportiva;Punto Deportivo;6596;Morón II;212;25 de Mayo;126;MORON;-34,6496;-58,61978;MORON / ITUZAINGO / HURLINGHAM / MERLO;GBA Oeste
Gastronomía;Restaurantes;Punto Pizza;5547;Almagro;13422;Av. Corrientes;5029;ALMAGRO;-34,60057;-58,43659;CABA OESTE;CABA
Gastronomía;Restaurantes;Punto Pizza;5547;Punto Pizza - Chacarita;47422;Av. Elcano;2709;CHACARITA;-34,58622;-58,46284;CABA OESTE;CABA
Gastronomía;Restaurantes;Punto Pizza;5547;Belgrano;13419;Av. Elcano;2709;BELGRANO;-34,57019;-58,45793;CABA NORTE;CABA
Gastronomía;Restaurantes;Punto Pizza;5547;Palermo II;13421;Paraguay;3779;PALERMO;-34,59049;-58,41674;CABA NORTE;CABA
Gastronomía;Restaurantes;Punto Pizza;5547;Palermo Chico;13423;Av. Las Heras;3333;PALERMO;-34,58306;-58,40753;CABA NORTE;CABA
Gastronomía;Restaurantes;Punto Pizza;5547;Punto Pizza - Villa Crespo;47421;Av Corrientes;5029;VILLA CRESPO;-34,60076;-58,4372;CABA OESTE;CABA
Gastronomía;Restaurantes;Punto Pizza;5547;Recoleta;13420;Laprida;2157;RECOLETA;-34,58683;-58,39863;CABA SUR;CABA
Moda;Niños;PUPE PIÚ;115991;PUPE PIÚ;126013;ALBERDI;87;NEUQUEN;-38,95296;-68,05799;INTERIOR;INTERIOR
Mascotas;Mascotas;Puppis;259;Boulogne;1032;Panamericana (Colectora) entre Rolón y Sucre;;BOULOGNE;-34,50122;-58,56717;SAN ISIDRO;GBA Norte
Mascotas;Mascotas;Puppis;259;San Isidro;15592;Av. Centerario;161;SAN ISIDRO;-34,46281;-58,52526;SAN ISIDRO;GBA Norte
Mascotas;Mascotas;Puppis;259;Luján;1034;Carlos Pellegrini;1050;LUJAN;-34,56105;-59,10799;INTERIOR;INTERIOR
Mascotas;Mascotas;Puppis;259;Quilmes;15591;Garivaldi;271;QUILMES;-34,72307;-58,25476;QUILMES / FCIO VARELA / BERAZATEGUI;GBA Sur
Mascotas;Mascotas;Puppis;259;La Lucila;1033;Av. Libertador;13.510;LA LUCILA;-34,49676;-58,48431;VICENTE LOPEZ;GBA Norte
Mascotas;Mascotas;Puppis;259;Martínez;1031;Av Fleming;1564;MARTINEZ;-34,49489;-58,52166;SAN ISIDRO;GBA Norte
Mascotas;Mascotas;Puppis;259;Santa Rita;15593;Valentin Vergara;194;BOULOGNE;-34,49585;-58,55927;SAN ISIDRO;GBA Norte
Mascotas;Mascotas;Puppis;259;La Lucila;1035;Av. Mitre;1852;LA LUCILA;-34,53312;-58,5101;VICENTE LOPEZ;GBA Norte
Mascotas;Mascotas;Puppis;259;Pilar;1037;Las Magnolias;783;PILAR;-34,44784;-58,86978;PILAR / ESCOBAR / ZARATE / CAMPANA;GBA Norte
Mascotas;Mascotas;Puppis;259;Pilar;15590;Uruguay;517;PILAR;-34,45463;-58,9078;PILAR / ESCOBAR / ZARATE / CAMPANA;GBA Norte
Mascotas;Mascotas;Puppis;259;Centro Comercial Carrefour;1036;Ruta 8 Km.52;;PILAR;-34,45675;-58,90546;PILAR / ESCOBAR / ZARATE / CAMPANA;GBA Norte
Moda;Niños;Pura Manuela;2815;Olivos;7625;Av. Maipu;2742;OLIVOS;-34,51042;-58,49101;VICENTE LOPEZ;GBA Norte
Cuidado Personal;Centros de Estética;Pura Piel;6033;Necochea;14569;Av. 59;2830;NECOCHEA;-38,55256;-58,74175;INTERIOR;INTERIOR
Gastronomía;Bares y Cafés;PÁPRIKA, COMÉ SANO;116388;Páprika;126406;GRAL SAN MARTIN;1707;SANTA FE;-31,65567;-60,70911;INTERIOR;INTERIOR
Hogar;Equipamiento;Qidea;1767;Recoleta;4994;Arenales;1185;RECOLETA;-34,59438;-58,38417;CABA SUR;CABA
Tienda Online;Entretenimientos;Qubit tv;46473;Qubit tv - Recoleta;56690;Larrea;1106;RECOLETA;-34,59471;-58,40326;CABA SUR;CABA
Moda;Indumentaria;Que ves cuando te ves;3120;Avellaneda;8318;San Martin;1184;AVELLANEDA;-34,66604;-58,3624;LANUS / AVELLANEDA;GBA Sur
Moda;Indumentaria;QUEPUM QUEPAM;116453;QUEPUM QUEPAM;126497;SARMIENTO;27;PLOTTIER;-38,953;-68,2475;INTERIOR;INTERIOR
Gastronomía;Restaurantes;Questa Pizza;33947;Questa Pizza - San Isidro;44077;Paraná;3745;MARTINEZ;-34,50862;-58,5254;SAN ISIDRO;GBA Norte
Gastronomía;Restaurantes;Questa Pizza;33947;Questa Pizza - Capital federal;44075;Av. Corrientes;3201;ALMAGRO;-34,60389;-58,41263;CABA OESTE;CABA
Gastronomía;Restaurantes;Questa Pizza;33947;Questa Pizza - San Miguel;44079;RUTA 202 INTERSECCION RUTA 8;0;SAN MIGUEL;-34,53053;-58,70506;SAN MIGUEL - JOSE C PAZ - MALVINAS;GBA Oeste
Gastronomía;Restaurantes;Questa Pizza;33947;Questa Pizza - Avellaneda;44076;Av. Güemes;897;AVELLANEDA;-34,67657;-58,36813;LANUS / AVELLANEDA;GBA Sur
Gastronomía;Restaurantes;Questa Pizza;33947;Questa Pizza - SANTA FE;47158;Dique 1 Puerto Santa Fe;9;SANTA FE;-31,65054;-60,70375;INTERIOR;INTERIOR
Gastronomía;Restaurantes;Questa Pizza;33947;Questa Pizza - Malvinas Argentinas;44078;AUTOPISTA PANAMERICANA, ACCESO NORTE, RAMAL PILAR KM 36,5 INTERSECC CONSTITUYENTES;0;TORTUGUITAS;-34,45329;-58,73162;SAN MIGUEL - JOSE C PAZ - MALVINAS;GBA Oeste
Gastronomía;Restaurantes;Questa Pizza;33947;Questa Pizza - TIERRA DEL FUEGO;47159;Perito Moreno;1460;NO INFORMADO;-54,79841;-68,282;NO INFORMADO;NO INFORMADO
Gastronomía;Restaurantes;Questa Pizza;33947;Questa Pizza- Devoto;44080;Jose Pedro Varela;4866;VILLA DEVOTO;-34,6041;-58,52896;CABA OESTE;CABA
Gastronomía;Delivery;QUIERO MÁS;116123;QUIERO MAS- CASA DE COMIDAS;126157;BAHIA BLANCA;38;NEUQUEN;-38,95538;-68,05285;INTERIOR;INTERIOR
Hogar;Pinturerías;Quimtex;7989;Quimtex;18932;Av.Avelino Rolon;845;BOULOGNE;-34,49882;-58,55907;SAN ISIDRO;GBA Norte
Cuidado Personal;Peluquerías;Qut Peluqueria;8579;Qut Peluqueria;19304;Av. Francisco Beiro;4247;VILLA DEVOTO;-34,60536;-58,51099;CABA OESTE;CABA
Viajes y Turismo;Hoteles;Radisson Colonia Hotel & Casino;40892;Radisson Colonia Hotel & Casino;51087;Washington Barbot;283;COLONIA DEL SACRAMENTO;-34,46897;-57,85106;URUGUAY;MERCOSUR
Cuidado Personal;Farmacias y Perfumerías;Raffe Perfumerías;5129;Rosario;15585;Rioja;1178;ROSARIO;-32,94741;-60,6396;INTERIOR;INTERIOR
Cuidado Personal;Farmacias y Perfumerías;Raffe Perfumerías;5129;Rosario;12378;Corrientes;931;ROSARIO;-32,94723;-60,64276;INTERIOR;INTERIOR
Cuidado Personal;Peluquerías;Ramallo Art Hair;5229;Belgrano;12582;Av. Monroe;2716;BELGRANO;-34,56004;-58,46281;CABA NORTE;CABA
Jugueterías;Jugueterías;RANI;115940;RANI JUGUETERIAS 2;125977;GRAL SAN MARTIN;1477;SANTA FE;-31,6473;-60,7091;INTERIOR;INTERIOR
Jugueterías;Jugueterías;RANI;115940;RANI JUGUETERIAS 1;125976;GRAL MARIANO NECOCHEA;3583;SANTA FE;-31,63674;-60,69403;INTERIOR;INTERIOR
Compras;Otros;Rapanui Chocolates;4741;Bariloche;11541;Mitre;202;SAN CARLOS DE BARILOCHE;-41,13382;-71,30698;INTERIOR;INTERIOR
Compras;Otros;Rapanui Chocolates;4741;Cerro Catedral;12012;Frente a Plaza Catalina Rynal;;SAN CARLOS DE BARILOCHE;-41,13347;-71,31028;INTERIOR;INTERIOR
Gastronomía;Restaurantes;Ravello;325;Palermo;1652;Honduras;5906;PALERMO;-34,5817;-58,43947;CABA NORTE;CABA
Viajes y Turismo;Hoteles;Real Colonia Hotel & Suites;41052;Colonia del Sacramento;52321;González Moreno;1;COLONIA DEL SACRAMENTO;-34,45637;-57,84492;URUGUAY;MERCOSUR
Viajes y Turismo;Agencias y Paquetes;REAL TOUR;116235;REAL TOUR;126238;FRANCIA;2207;SANTA FE;-31,6484;-60,71509;INTERIOR;INTERIOR
Cuidado Personal;Peluquerías;Red Velvet Hair Boutique;3114;Recoleta;8306;French;2657;RECOLETA;-34,58953;-58,40144;CABA SUR;CABA
Gastronomía;Restaurantes;Restaurante Bettini;5239;Córdoba;12599;25 de Mayo;1000;CORDOBA;-31,41543;-64,16801;INTERIOR;INTERIOR
Gastronomía;Restaurantes;Restaurante Don Hugo;115062;Colón;125063;Av. Quirós Sur;10;COLON;-32,21811;-58,13376;INTERIOR;INTERIOR
Gastronomía;Restaurantes;Restaurante Parrilla Moreira;6374;Mar del Plata;15528;Constitución;4598;MAR DEL PLATA;-37,96768;-57,5495;INTERIOR;INTERIOR
Gastronomía;Restaurantes;Restaurante Sotavento;3850;Necochea;9617;Avenida 2;y Av. Pinolandia;NECOCHEA;-38,58416;-58,74074;INTERIOR;INTERIOR
Gastronomía;Restaurantes;Resto del Mundo;31511;Resto del mundo - MDP;41513;Moreno;2964;MAR DEL PLATA;-38,00008;-57,55467;INTERIOR;INTERIOR
Gastronomía;Restaurantes;Resto Museo - El Patio de Atrás;6036;Necochea;14572;Calle 54;3022;NECOCHEA;-38,55704;-58,73877;INTERIOR;INTERIOR
Gastronomía;Restaurantes;Restó - Café Madero Este;6320;Puerto Madero;15350;Machaca Güemes;301;PUERTO MADERO;-34,6053;-58,3641;CABA SUR;CABA
Gastronomía;Bares y Cafés;Retto Bar;6124;Colegiales;14788;Av. Álvarez Thomas;96;COLEGIALES;-34,58263;-58,44574;CABA NORTE;CABA
Gastronomía;Bares y Cafés;Rey Castro Resto - Disco;9283;Rey Castro Resto - Disco;19305;Peru;342;SAN TELMO;-34,61197;-58,37476;CABA SUR;CABA
